dataset,question_id,question_text,split,early_stop_correct_proportions,difficulty,model_predicted_difficulty
gsm8k,train_2168,"<｜User｜>Since the 40th president launched his reelection campaign today, he has raised $10,000 in campaign funds. His friends raised 40% of this amount and his family raised 30% of the remaining amount.  The rest of the funds are from his own savings for the election. How much did he save for the presidency?<｜Assistant｜>",train,"[0.13, 0.04, 0.08, 0.14, 0.15, 0.09, 0.15, 0.1, 0.06, 0.12, 0.14, 0.16, 0.17, 0.13, 0.15, 0.16]",hard,medium
gsm8k,train_2169,<｜User｜>John manages to run 15 mph for his whole 5-mile race.  The next fastest guy ran the race in 23 minutes.  How many minutes did he win the race by?<｜Assistant｜>,train,"[0.0, 0.0, 0.0, 0.01, 0.05, 0.07, 0.12, 0.12, 0.17, 0.18, 0.16, 0.19, 0.17, 0.17, 0.2, 0.27]",medium,medium
gsm8k,train_2170,"<｜User｜>One set of barrettes costs $3 each, and one comb costs $1 each. Kristine buys one set of barrettes and one comb. Crystal buys three sets of barrettes and one comb. How much do the two girls spend altogether?<｜Assistant｜>",train,"[0.0, 0.0, 0.0, 0.0, 0.01, 0.1, 0.34, 0.59, 0.67, 0.7, 0.72, 0.69, 0.66, 0.67, 0.69, 0.75]",medium,easy
gsm8k,train_2171,"<｜User｜>In the first team, Beth scored 12 while Jan scored 10. In the second team, Judy scored 8 while Angel scored 11. How many more points did the first team get than the second team?<｜Assistant｜>",train,"[0.05, 0.02, 0.01, 0.06, 0.48, 0.67, 0.69, 0.58, 0.72, 0.77, 0.74, 0.7, 0.66, 0.72, 0.81, 0.71]",medium,easy
gsm8k,train_2172,"<｜User｜>Kalani has twenty candles in her bedroom, twice the number of candles in the living room. Donovan, her brother, brings in 20 more candles he bought from the candle shop. What's the total number of candles in the house?<｜Assistant｜>",train,"[0.0, 0.0, 0.0, 0.0, 0.05, 0.15, 0.33, 0.47, 0.59, 0.69, 0.72, 0.69, 0.73, 0.72, 0.69, 0.71]",medium,easy
gsm8k,train_2173,"<｜User｜>At the Taylor family reunion, there were 45 kids and 123 adults. When they sat down to eat, there were 14 tables. How many people sat at each table?<｜Assistant｜>",train,"[0.0, 0.0, 0.01, 0.4, 0.56, 0.54, 0.55, 0.65, 0.73, 0.78, 0.85, 0.93, 0.91, 0.98, 0.93, 0.92]",easy,easy
gsm8k,train_2174,<｜User｜>Axel bought an aquarium that was marked down 50% from an original price of $120. But he also paid additional sales tax equal to 5% of the reduced price. What was the total cost of the aquarium?<｜Assistant｜>,train,"[0.01, 0.22, 0.19, 0.25, 0.4, 0.44, 0.48, 0.54, 0.48, 0.52, 0.61, 0.64, 0.64, 0.69, 0.75, 0.83]",medium,easy
gsm8k,train_2175,"<｜User｜>Alannah, Beatrix, and Queen are preparing for the new school year and have been given books by their parents. Alannah has 20 more books than Beatrix. Queen has 1/5 times more books than Alannah. If Beatrix has 30 books, how many books do the three have together?<｜Assistant｜>",train,"[0.04, 0.05, 0.05, 0.05, 0.11, 0.09, 0.22, 0.21, 0.28, 0.38, 0.38, 0.4, 0.38, 0.45, 0.37, 0.38]",medium,medium
gsm8k,train_2176,<｜User｜>Maiya has two sisters. The first sister is twice as old as Maiya. The first sister is 1 year younger than Maiya. Their average age is 5. How old is Maiya?<｜Assistant｜>,train,"[0.08, 0.03, 0.07, 0.06, 0.1, 0.13, 0.07, 0.08, 0.05, 0.07, 0.08, 0.05, 0.11, 0.06, 0.12, 0.05]",hard,medium
gsm8k,train_2177,"<｜User｜>Toby, the Alaskan Malamute, can pull a sled at a speed of 20 miles per hour if the sled is unloaded, but he pulls the same sled at a speed of 10 miles per hour if the sled is fully loaded.  If Toby takes a continuous 4-part journey, first pulling the loaded sled for 180 miles, then pulling the unloaded sled for 120 miles, then pulling the loaded sled 80 miles, and finally, pulling the unloaded sled another 140 miles, how many hours in total will Toby spend pulling the sled?<｜Assistant｜>",train,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.02, 0.03, 0.04]",hard,hard
gsm8k,train_2178,"<｜User｜>Ben bought a lawnmower for his garden. He paid $100 for it. After six months, the value of the mower dropped by about 25%. Over the next year, the value of the mower dropped another 20% in value. How much is Ben's lawnmower worth after this time?<｜Assistant｜>",train,"[0.03, 0.23, 0.35, 0.33, 0.36, 0.43, 0.66, 0.78, 0.81, 0.75, 0.79, 0.8, 0.78, 0.76, 0.72, 0.77]",medium,medium
gsm8k,train_2179,<｜User｜>Roger had a 6-hour drive planned out.  He didn't want to listen to music so he downloaded several podcasts.  The first podcast was 45 minutes long.  The second podcast was twice as long as that.  The third podcast was 1 hour and 45 minutes long.  His fourth podcast is 1 hour long.  How many hours will his next podcast have to be to fill up the full 6 hours?<｜Assistant｜>,train,"[0.12, 0.3, 0.16, 0.13, 0.08, 0.09, 0.13, 0.2, 0.4, 0.49, 0.48, 0.49, 0.55, 0.59, 0.53, 0.47]",medium,medium
gsm8k,train_2180,"<｜User｜>A group of six friends planned to buy a car. The cost of the car is $1700 and they plan to share the cost equally. They had a car wash to help raise funds, which would be taken out of the total cost. The remaining cost would be split between the six friends. At the car wash, they earn $500. However, Brad decided not to join in the purchase of the car. How much more does each friend have to pay now that Brad isn't participating?<｜Assistant｜>",train,"[0.01, 0.0, 0.02, 0.01, 0.03, 0.03, 0.04, 0.1, 0.14, 0.11, 0.17, 0.14, 0.12, 0.13, 0.1, 0.1]",hard,hard
gsm8k,train_2181,<｜User｜>John's camera broke so he decided to rent one for 4 weeks.  It was a $5000 camera and the rental fee was 10% of the value per week.  His friend who was there when it broke agreed to pay 40% of the rental fee.  How much did John pay?<｜Assistant｜>,train,"[0.03, 0.11, 0.02, 0.06, 0.1, 0.12, 0.23, 0.25, 0.34, 0.34, 0.35, 0.45, 0.51, 0.48, 0.49, 0.45]",medium,medium
gsm8k,train_2182,"<｜User｜>At peak hours, 11 am - 1 pm and 5 pm - 6 pm, the local fast-food restaurant serves 12 cars every 15 minutes.  Off-peak times, they serve 8 cars every 15 minutes.  From 4 pm - 6 pm, how many customers do they serve?<｜Assistant｜>",train,"[0.1, 0.11, 0.04, 0.11, 0.14, 0.09, 0.09, 0.03, 0.07, 0.06, 0.11, 0.14, 0.25, 0.31, 0.33, 0.34]",medium,medium
gsm8k,train_2183,"<｜User｜>Andrew installed hardwood flooring in his house. His bedroom took eight wooden planks, his living room took twenty planks, and his kitchen took eleven planks. The guest bedroom took two fewer planks than Andrew’s bedroom, and each of his two hallways took four planks. He accidentally ruined three planks in each bedroom by dragging furniture over them and had to replace them. He ended up with six leftover planks at the end. How many wooden planks did Andrew buy to start with?<｜Assistant｜>",train,"[0.01, 0.0, 0.0, 0.02, 0.05, 0.09, 0.04, 0.03, 0.0, 0.0, 0.0, 0.02, 0.02, 0.02, 0.01, 0.03]",hard,hard
gsm8k,train_2184,<｜User｜>Frankie's parents let him have many pets. He has six more snakes than he has cats. He has one less parrot than cats. Six of his pets have four legs. He has 2 dogs. How many pets does he have in total?<｜Assistant｜>,train,"[0.01, 0.0, 0.0, 0.01, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.0, 0.03, 0.02, 0.03, 0.04, 0.03]",hard,medium
gsm8k,train_2185,"<｜User｜>At the Greene Nursery, there are 1491 red roses, 3025 yellow carnations, and 1768 white roses. How many flowers are at the Greene Nursery in total?<｜Assistant｜>",train,"[0.39, 0.12, 0.4, 0.56, 0.38, 0.24, 0.49, 0.82, 0.83, 0.89, 0.86, 0.84, 0.8, 0.84, 0.86, 0.84]",easy,medium
gsm8k,train_2186,"<｜User｜>Jeff was driving to the capital city to attend a conference. At first, he was driving at 80 miles/hour for about 6 hours, then the speed limit changed and he had to slow down to 60 miles/hour, and so he drove at this speed for 4 hours. Then he made a stop at a gas station. Once the car was full of gas, he drove at 40 miles/hour the rest of the trip for 2 hours. How many miles did he travel?<｜Assistant｜>",train,"[0.16, 0.15, 0.18, 0.19, 0.15, 0.13, 0.17, 0.18, 0.11, 0.07, 0.13, 0.12, 0.15, 0.12, 0.15, 0.11]",hard,medium
gsm8k,train_2187,<｜User｜>There are 10 students in a class. The average age of 9 of them is 8 years. By how many years will this average increase if the tenth student is (quite strangely) 28 years old?<｜Assistant｜>,train,"[0.19, 0.12, 0.26, 0.43, 0.23, 0.23, 0.27, 0.37, 0.53, 0.66, 0.78, 0.79, 0.78, 0.83, 0.76, 0.81]",medium,medium
gsm8k,train_2188,<｜User｜>Jerry takes 2 antacids that weigh 2 grams each and are 5% zinc by weight. Then he takes three more smaller antacids that weigh 1 gram each and have 15% zinc. How many milligrams of zinc does he eat?<｜Assistant｜>,train,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.07, 0.16, 0.24, 0.22, 0.22, 0.24, 0.26, 0.33]",medium,hard
gsm8k,train_2189,<｜User｜>Tom weighs 150 kg.  He manages to hold 1.5 times his weight in each hand while wearing a weight vest weighing half his weight.  How much total weight was he moving with?<｜Assistant｜>,train,"[0.07, 0.0, 0.01, 0.04, 0.05, 0.04, 0.02, 0.02, 0.05, 0.14, 0.08, 0.11, 0.1, 0.08, 0.05, 0.1]",hard,medium
gsm8k,train_2190,"<｜User｜>Jenny signs up for dinner theater with 5 of her friends. Each person pays $50 for the ticket and $10 for their entrée, and half the people also buy unlimited drink tickets for $30/person. Then the dinner theater is canceled due to COVID, and each person gets a 90% refund. How much money did the group of six friends lose?<｜Assistant｜>",train,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.01, 0.01, 0.0, 0.01, 0.02, 0.02, 0.03, 0.03]",hard,hard
gsm8k,train_2191,"<｜User｜>There were 15 males and 10 more girls at the party. Each attendee received 2 cans of soft drinks. If Mary bought several boxes of soft drinks where a box contains 8 cans and is priced at $5 for each box, how much did Mary spend on soft drinks?<｜Assistant｜>",train,"[0.05, 0.07, 0.04, 0.02, 0.12, 0.24, 0.24, 0.19, 0.14, 0.13, 0.05, 0.07, 0.11, 0.08, 0.07, 0.08]",hard,medium
gsm8k,train_2192,"<｜User｜>Suzanne wants to raise money for charity by running a 5-kilometer race. Her parents have pledged to donate $10 for her first kilometer and double the donation for every successive kilometer. If Suzanne finishes the race, how much money will her parents donate?<｜Assistant｜>",train,"[0.58, 0.39, 0.32, 0.37, 0.39, 0.27, 0.23, 0.23, 0.24, 0.23, 0.28, 0.32, 0.25, 0.21, 0.37, 0.36]",medium,medium
gsm8k,train_2193,"<｜User｜>Niles is collecting his book club's annual fees. Each of the six members pays $150/year towards snacks, plus $30 each for six hardcover books and $12 each for six paperback books. How much money does Niles collect in total?<｜Assistant｜>",train,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.01, 0.04, 0.04, 0.05, 0.05, 0.05, 0.04, 0.05]",hard,hard
gsm8k,train_2194,"<｜User｜>The sky currently has 4 times as many cirrus clouds as cumulus clouds, and 12 times as many cumulus clouds as cumulonimbus clouds.  If the sky currently has 3 cumulonimbus clouds, how many cirrus clouds are in the sky at this moment?<｜Assistant｜>",train,"[0.82, 0.5, 0.4, 0.22, 0.58, 0.63, 0.47, 0.52, 0.6, 0.57, 0.61, 0.57, 0.55, 0.47, 0.5, 0.48]",medium,medium
gsm8k,train_2195,"<｜User｜>Every day, while going to school, Shane drives a total of 10 miles. Calculate the total distance he drives in an 80 day semester from home to school and back.<｜Assistant｜>",train,"[0.36, 0.42, 0.56, 0.81, 0.75, 0.73, 0.79, 0.79, 0.85, 0.91, 0.87, 0.81, 0.87, 0.86, 0.88, 0.91]",easy,medium
gsm8k,train_2196,"<｜User｜>John buys a pair of earbuds that cost $200.  If tax was 15%, how much did he pay after tax?<｜Assistant｜>",train,"[0.65, 0.91, 0.94, 0.86, 0.92, 0.91, 0.96, 0.95, 0.96, 0.95, 0.92, 0.85, 0.96, 0.86, 0.96, 0.9]",easy,easy
gsm8k,train_2197,"<｜User｜>Missy has an obedient dog and a stubborn dog. She has to yell at the stubborn dog four times for every one time she yells at the obedient dog. If she yells at the obedient dog 12 times, how many times does she yell at both dogs combined?<｜Assistant｜>",train,"[0.08, 0.35, 0.49, 0.51, 0.58, 0.6, 0.61, 0.6, 0.68, 0.67, 0.63, 0.71, 0.64, 0.66, 0.69, 0.78]",medium,medium
gsm8k,train_2198,"<｜User｜>Jonas is trying to expand his wardrobe.  He has 20 pairs of socks, 5 pairs of shoes, 10 pairs of pants and 10 t-shirts.  How many pairs of socks does he need to buy to double the number of individual items in his wardrobe?<｜Assistant｜>",train,"[0.0, 0.0, 0.0, 0.0, 0.01, 0.0, 0.0, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]",hard,medium
gsm8k,train_2199,"<｜User｜>At a university there are 1800 students. 30% of all the students are from other countries. Starting next semester, 200 new foreign students will begin studying at this University. How many foreign students will then study at the University if all other students continue to study?<｜Assistant｜>",train,"[0.0, 0.01, 0.1, 0.25, 0.34, 0.64, 0.67, 0.6, 0.7, 0.64, 0.68, 0.79, 0.79, 0.81, 0.89, 0.84]",easy,medium
